cvar_05_ci_high,cvar_05_ci_low,cvar_05_mean,cvar_05_sd,cvar_05_se,cvar_15_ci_high,cvar_15_ci_low,cvar_15_mean,cvar_15_sd,cvar_15_se,mae_ci_high,mae_ci_low,mae_mean,mae_sd,mae_se,method,regime,replications,rmse_ci_high,rmse_ci_low,rmse_mean,rmse_sd,rmse_se
0.11358799149656361,0.07087597100821501,0.09223198125238931,0.057192445816735854,0.010441864230906067,0.09215107492612012,0.05727658373182395,0.07471382932897204,0.046697801349859146,0.008525813061737683,0.03891561985755763,0.02419331665828064,0.03155446825791913,0.01971352603775549,0.003599180966281373,adaptive_ridge,stationary,30,0.0487826593716122,0.030347432252159016,0.03956504581188561,0.02468522247586398,0.004506884395688076
0.11164206155075226,0.06962861121607139,0.09063533638341183,0.05625704320159318,0.010271083860018411,0.09043746368640612,0.056196632572729666,0.0733170481295679,0.04584931491880963,0.008370901342396726,0.03825087384629525,0.023740627782799537,0.030995750814547394,0.019429576317991446,0.003547339077377361,static_ridge,stationary,30,0.04790022244341672,0.029770794756251696,0.03883550859983421,0.02427574951574728,0.004432125203373299
0.11412046232483819,0.07093334404774992,0.09252690318629406,0.057828613439561326,0.01055801201669805,0.09102762146141218,0.05724791397601463,0.0741377677187134,0.045231859040496605,0.008258169838124656,0.037712883508681724,0.023978850387506828,0.030845866948094276,0.01839020809943474,0.0033575772710915386,rolling_ridge,stationary,30,0.047791429861731564,0.03021874917903327,0.03900508952038242,0.023530251585128913,0.004296016525648932
0.11253272457249525,0.07011470967202374,0.09132371712225949,0.05679876510432224,0.010369988295358186,0.08965741467763863,0.05644016918897001,0.07304879193330432,0.04447870859469487,0.008120664008671095,0.036961429178941116,0.02353646167149277,0.030248945425216944,0.017976361642049434,0.0032820195910736945,rls,stationary,30,0.04694172343107411,0.029722454653194993,0.03833208904213455,0.02305702435339741,0.004209617449100576
0.24818956941737197,0.21294903243025176,0.23056930092381187,0.0471879456683243,0.008615300761623137,0.20724333666724415,0.17476238195631139,0.19100285931177777,0.04349279713629153,0.007940662026847654,0.09772681505596403,0.07640472854144145,0.08706577179870274,0.0285507982001049,0.005212638736325117,hedge,stationary,30,0.11660737292112777,0.09437002690326635,0.10548869991219706,0.02977635318332654,0.0054363934395829025
0.5845637108098515,0.5293991404317394,0.5569814256207954,0.07386671635481008,0.01348615559878842,0.413712806311314,0.3573450594371069,0.3855289328742105,0.07547779927184649,0.013780297750679108,0.18964458866825756,0.14423638473328382,0.1669404867007707,0.06080270175686758,0.01110100376983179,exp3,stationary,30,0.23170223831600192,0.19139331391233297,0.21154777611416745,0.05397464106191412,0.00985437614761832
0.19054086968975512,0.14522593911582696,0.16788340440279104,0.0606778064326298,0.01107820110769447,0.1574073845653723,0.11991418915899905,0.13866078686218566,0.0502043106895456,0.009166011149553956,0.07107758615446486,0.054364694724536755,0.0627211404395008,0.02237897263155459,0.0040858227080310654,fixed_share,stationary,30,0.08646537589158332,0.06626321229511928,0.0763642940933513,0.027051193871448626,0.004938849696945973
0.12379662625627254,0.08424819592931844,0.10402241109279549,0.052956320790965426,0.009668457153230527,0.09874095952181317,0.06752738154930896,0.08313417053556106,0.04179574851594497,0.007630824756665377,0.0410268325607007,0.02832990439489918,0.03467836847779994,0.017001499059490346,0.0031040348487619096,passive_aggressive,stationary,30,0.051889313184130044,0.035655964691165144,0.043772638937647594,0.02173685284594182,0.003968588210964234
0.3011522452752959,0.2144642373611974,0.25780824131824664,0.11607737444638827,0.0211927321334202,0.2528275626749262,0.1802583268291049,0.21654294475201555,0.09717199143520384,0.017741097222253314,0.13194173438120008,0.09174439171961829,0.11184306305040918,0.05382523036521816,0.009827097611314006,dma,stationary,30,0.15135667154193738,0.10759304447290285,0.12947485800742012,0.05860057288960076,0.010698951884786676
0.2583114563045764,0.22271633697794013,0.24051389664125827,0.04766274014089852,0.008701985975892359,0.21572714581936311,0.1828567962985488,0.19929197105895596,0.04401420636280061,0.008035857891864435,0.10137305913387201,0.07987747234339548,0.09062526573863375,0.028783119336361896,0.005255054578629513,ensemble_mean,stationary,30,0.12114707279155325,0.09868290379547308,0.10991498829351316,0.030080074729238983,0.005491845153548431
