cvar_05,cvar_15,dataset,fit_seconds,lambda,linear_solver,mae,mape,mape_valid_fraction,max_abs_error,mean_error,median_abs_error,method,n,n_parameters,objective_variant,q95_abs_error,rmse,smape,solve_seconds,tau,wape,fit_and_test_seconds,diagnostic_only,oracle_member_index,oracle_standardized_rmse,selected_member_index,regime,seed
0.0381541234889418,0.030370405873518226,synthetic_stationary,0.008232,1.0e-6,cholesky,0.012745553245533284,10.664061872674155,1.0,0.0685674093426043,-0.00019017903163130777,0.010651185028041077,adaptive_ridge,1000,110,quadratic,0.031750416003227123,0.016019625785053178,5.667944399900616,0.0011268,1,1.9795205134595804,,,,,,stationary,1
0.03769485832413637,0.030087195508591888,synthetic_stationary,0.0001326,0.0,,0.012684174309656935,10.073742600475942,1.0,0.07078003922700127,-0.0002877435024807835,0.01057665195996213,static_ridge,1000,,,0.0309652217029487,0.015962159206221776,5.58917333375137,,,1.9699877093261755,,,,,,stationary,1
0.03806665741720059,0.03052750984499294,synthetic_stationary,,,,0.0128505375617412,9.682248975846598,1.0,0.06721346671602113,-0.0010438898431124799,0.010706279422348919,rolling_ridge,1000,,,0.03133686716360073,0.016184349367561395,5.6438833935385135,,,1.9958256987678704,0.2171173,,,,,stationary,1
0.037946819818084086,0.030362028349883458,synthetic_stationary,,,,0.012863067023076432,9.326938341117247,1.0,0.06666329433439955,-0.0007687453712757486,0.010824556385977069,rls,1000,,,0.031214175065405688,0.01615914434819437,5.592973488378629,,,1.9977716579002747,0.0202912,,,,,stationary,1
0.20256396964714266,0.16357120456636895,synthetic_stationary,,,,0.0721223644669448,59.37025105458186,1.0,0.26889079908835434,0.04713618332015381,0.06409740189100618,hedge,1000,,,0.17076101658672974,0.08866277901790823,21.767080723758532,,,11.201373309672448,0.0109256,,,,,stationary,1
0.5403176133909429,0.3729068435160458,synthetic_stationary,,,,0.16220974797725707,204.03137580626085,1.0,1.1123126473355747,-0.10452478073779455,0.14310450860391974,exp3,1000,,,0.3864133420670917,0.20240234536331742,40.21320024186135,,,25.192905903603567,0.0089494,,,,,stationary,1
0.14461878518706445,0.11959362251765235,synthetic_stationary,,,,0.05021804999360858,78.8806462947899,1.0,0.18786447835632947,-0.010554006456767387,0.04235509960139178,fixed_share,1000,,,0.1255897942269254,0.0632079514003601,15.760449037805891,,,7.799399382143309,0.0125262,,,,,stationary,1
0.0469057213413687,0.03804347004134987,synthetic_stationary,,,,0.016337628340980844,13.65292780580255,1.0,0.06288978072636553,0.0001387461714991356,0.0137681702710446,passive_aggressive,1000,,,0.039062098760341266,0.02027932232115713,6.698451477732421,,,2.537408131230716,0.0075782,,,,,stationary,1
0.2702693437753371,0.2293982383250691,synthetic_stationary,,,,0.12515484936444146,174.32312814477424,1.0,0.3614533967545046,-0.11879438224453666,0.12522521377710477,dma,1000,,,0.2299083635714644,0.1414390794829036,34.45548086417675,,,19.43788448435372,0.0026281,,,,,stationary,1
0.22213371675576815,0.1801867799192385,synthetic_stationary,,,,0.07995576278025965,58.959584561610335,1.0,0.2934835963064323,0.05766775707598866,0.07147532393583689,ensemble_mean,1000,,,0.1894680043209095,0.09804128738746082,23.59196996116715,,,12.417983711166057,,,,,,stationary,1
0.2485692542061958,0.2270121213098591,synthetic_stationary,,,,0.14998027339674116,196.81463061973216,1.0,0.28516625637840376,-0.14993268805033602,0.15074228790900146,oracle_best_member,1000,,,0.22872773027499227,0.15822154571823094,39.1512280563281,,,23.293537917404326,,true,10,0.15822154571823094,,stationary,1
0.2485692542061958,0.2270121213098591,synthetic_stationary,,,,0.14998027339674116,196.81463061973216,1.0,0.28516625637840376,-0.14993268805033602,0.15074228790900146,validation_best_member,1000,,,0.22872773027499227,0.15822154571823094,39.1512280563281,,,23.293537917404326,,,,,10,stationary,1
0.0424153953434206,0.03336323502527215,synthetic_stationary,0.0061159000000000005,0.0,cholesky,0.013563127714431359,31.158163829555658,1.0,0.058815213721725046,-0.00041111678477802186,0.011416835196172703,adaptive_ridge,1000,110,quadratic,0.03419395555987917,0.017369258976389385,5.827342702303777,0.0008789,1,2.1372406421463404,,,,,,stationary,2
0.0424643441609849,0.03319010874476591,synthetic_stationary,0.0001252,0.0,,0.013329065630054778,30.753425512491166,1.0,0.0584950581344742,-0.0004111355972740025,0.010835202207070543,static_ridge,1000,,,0.033752416457785685,0.017194600488265464,5.625906795637411,,,2.100357777806514,,,,,,stationary,2
0.04258731718394568,0.033649885458558494,synthetic_stationary,,,,0.013580253230121356,30.364176117628944,1.0,0.06002781694657344,0.0016340630504026678,0.010835892041368367,rolling_ridge,1000,,,0.03365106498390302,0.01741808454537669,6.139368326205814,,,2.1399392341614725,0.0103246,,,,,stationary,2
0.042231003598349866,0.03329378811338774,synthetic_stationary,,,,0.013474535131699491,30.425057095116316,1.0,0.05925427905870595,0.0008481476485674626,0.010807506789671989,rls,1000,,,0.03366685374675559,0.01728708711315824,6.029985982882589,,,2.123280464789477,0.0032894,,,,,stationary,2
0.2363585992879451,0.1941290548137662,synthetic_stationary,,,,0.08680186017854777,129.7774929847813,1.0,0.3224092246798439,-0.06993455650419426,0.07516685376587673,hedge,1000,,,0.2016858297223092,0.10659713377219383,25.43077289190368,,,13.678000185024004,0.0011101,,,,,stationary,2
0.6283201484321151,0.5081804138282268,synthetic_stationary,,,,0.24447404495779873,196.2521909583495,1.0,1.3590399656754555,-0.20306842077039378,0.22742443917116767,exp3,1000,,,0.5013179535924707,0.2896913046182164,57.67988217901183,,,38.52355266682123,0.0014722,,,,,stationary,2
0.2377199791056427,0.19540635085914623,synthetic_stationary,,,,0.08775243097363043,130.31844895627444,1.0,0.32407526521531416,-0.07157036908290061,0.0767739346140025,fixed_share,1000,,,0.2021338572722066,0.10754775989328862,25.682299136453395,,,13.827788536152363,0.0014916,,,,,stationary,2
0.051525454989118064,0.041459513770066056,synthetic_stationary,,,,0.017020103035939385,48.26417622421167,1.0,0.07613832723154867,-0.0004385772818879652,0.013881529233621515,passive_aggressive,1000,,,0.044334100788791034,0.021683879323802963,7.325757200639901,,,2.6819813768488916,0.0003021,,,,,stationary,2
0.488191355911574,0.4245139968651401,synthetic_stationary,,,,0.22125109535722984,207.62406598485205,1.0,0.6072820816409903,-0.21502689296248267,0.2151234832282413,dma,1000,,,0.44969813808223175,0.2532533161664162,53.25376005552805,,,34.86414366014782,0.0017448,,,,,stationary,2
0.23622475943260754,0.19400325862592335,synthetic_stationary,,,,0.08670171626060955,129.73120273437272,1.0,0.32226112305242627,-0.06975251645414773,0.07499581067358468,ensemble_mean,1000,,,0.20147748958966077,0.10649958282658195,25.402772853162322,,,13.662219779796851,,,,,,stationary,2
0.520734810975677,0.4463469797860043,synthetic_stationary,,,,0.22249769966593852,189.46593405248794,1.0,0.6417335520487482,-0.21150471144709945,0.21294345444857987,oracle_best_member,1000,,,0.46587739132311556,0.25907768429711014,53.513613581257985,,,35.06058016427452,,true,6,0.25907768429711014,,stationary,2
0.520734810975677,0.4463469797860043,synthetic_stationary,,,,0.22249769966593852,189.46593405248794,1.0,0.6417335520487482,-0.21150471144709945,0.21294345444857987,validation_best_member,1000,,,0.46587739132311556,0.25907768429711014,53.513613581257985,,,35.06058016427452,,,,,6,stationary,2
0.10187645340720194,0.08109907668687584,synthetic_stationary,0.0085469,0.0,cholesky,0.03458425387399927,19.536398580706678,1.0,0.14526400965017083,-0.009008557509680444,0.030119352633766083,adaptive_ridge,1000,110,quadratic,0.08528151533846927,0.04318641458670673,12.200749933165136,0.0017745,1,5.402235769796118,,,,,,stationary,3
0.09916801900436994,0.07905022761361366,synthetic_stationary,0.0002779,0.0,,0.0339934740462824,19.105498044549478,1.0,0.1415385311642638,-0.009234924424023128,0.02913019109660464,static_ridge,1000,,,0.07900920243980483,0.042315099490963376,12.083749056146283,,,5.309952965922603,,,,,,stationary,3
0.10226390489514997,0.08024915648892036,synthetic_stationary,,,,0.03300881848077218,27.568782497933352,1.0,0.13516362108632501,-0.011648183754652494,0.027043811738699436,rolling_ridge,1000,,,0.08549597755386633,0.041894658192753655,13.157147288810572,,,5.1561447751688565,0.010961,,,,,stationary,3
0.09925820389023662,0.07675836873239783,synthetic_stationary,,,,0.030256695230964546,24.895400017152348,1.0,0.14333515508600136,-0.008752300444970027,0.024210615918368168,rls,1000,,,0.08009503812647627,0.039246682252280285,12.523798283507471,,,4.726249172471586,0.0087452,,,,,stationary,3
0.18568886288971595,0.15136889475875456,synthetic_stationary,,,,0.06516073961195733,43.66452599932687,1.0,0.26226788879063867,0.005399071833491561,0.05580239764637035,hedge,1000,,,0.15835529064112527,0.08106578368247093,19.53030191674245,,,10.17843784054377,0.0011329,,,,,stationary,3
0.5442835182407948,0.3421561196434678,synthetic_stationary,,,,0.1503728327371986,131.79767865119481,1.0,1.0466736136107846,-0.10139489510104469,0.13919854222929645,exp3,1000,,,0.32882979638948834,0.19370898450013913,38.285289936997124,,,23.488998744286743,0.0017825,,,,,stationary,3
0.14965529163853145,0.12157499735768199,synthetic_stationary,,,,0.051681769636542425,35.925699577711356,1.0,0.2132686023844379,-0.01645058951222958,0.04476254771116603,fixed_share,1000,,,0.12547943625582264,0.06460889724602935,16.124096386756243,,,8.072954402720109,0.0015618,,,,,stationary,3
0.11494704722648558,0.09056597288860474,synthetic_stationary,,,,0.03765622705342618,28.809691504461636,1.0,0.16236553924475938,-0.0026847750240947175,0.031869737297848144,passive_aggressive,1000,,,0.09637272347656062,0.047327312619777545,12.893032354385973,,,5.882093552884825,0.0002931,,,,,stationary,3
0.27834444190074537,0.23121878477238061,synthetic_stationary,,,,0.10437653793428646,85.89327628790143,1.0,0.41562707017190315,-0.09239346382984924,0.09309805791099178,dma,1000,,,0.24218613685450877,0.12647614150312053,29.314862601796197,,,16.304144331417927,0.0073644,,,,,stationary,3
0.20588744881010135,0.16637328844708538,synthetic_stationary,,,,0.07191755737628959,45.94943723958218,1.0,0.2878701317005894,-0.00370205700545915,0.06156283515180089,ensemble_mean,1000,,,0.169863024945159,0.08943868906960732,20.953510149018186,,,11.233887027027798,,,,,,stationary,3
0.2783456619862564,0.2313862174080805,synthetic_stationary,,,,0.10448667655695594,86.83624104020986,1.0,0.41562707017317635,-0.09253319871160122,0.09313050661489353,oracle_best_member,1000,,,0.24218613687778875,0.12659929580356097,29.341579233574624,,,16.321348542594173,,true,4,0.12659929580356097,,stationary,3
0.2783456619862564,0.2313862174080805,synthetic_stationary,,,,0.10448667655695594,86.83624104020986,1.0,0.41562707017317635,-0.09253319871160122,0.09313050661489353,validation_best_member,1000,,,0.24218613687778875,0.12659929580356097,29.341579233574624,,,16.321348542594173,,,,,4,stationary,3
0.06640900329097907,0.05289231651516343,synthetic_stationary,0.006102000000000001,0.0001,cholesky,0.022413047405765673,8.828733432094232,1.0,0.10582951808424496,0.003739961808207847,0.019129551397036093,adaptive_ridge,1000,110,quadratic,0.05549639894310612,0.028098094056362797,7.829992594438745,0.0009687,1,3.483859078568807,,,,,,stationary,4
0.06594566114073346,0.052360308889253304,synthetic_stationary,0.0001248,0.0001,,0.022135437279441703,9.097736087244519,1.0,0.10529207249097344,0.003851713208983299,0.019372747523242834,static_ridge,1000,,,0.05429005966349254,0.027724274387739046,7.7973185373664755,,,3.4407076703115074,,,,,,stationary,4
0.06555822616658132,0.053498231481441005,synthetic_stationary,,,,0.0226140967503944,10.397167242402498,1.0,0.08781266830069517,0.005789495648210152,0.019288856697589646,rolling_ridge,1000,,,0.056784465887049024,0.02827930784139373,8.708309785795288,,,3.5151099643517423,0.0110099,,,,,stationary,4
0.06271665825180232,0.05164123970963952,synthetic_stationary,,,,0.021328686490454073,10.07338043927564,1.0,0.08788217901446777,0.004632315411626822,0.017892379553728327,rls,1000,,,0.05333778970588832,0.026933060734829064,8.285912753252038,,,3.3153072279051754,0.0035458,,,,,stationary,4
0.1561902440357666,0.1264457207335349,synthetic_stationary,,,,0.05356633858708982,23.28805585510685,1.0,0.25103554121089966,-0.013648162591979452,0.04529980635919877,hedge,1000,,,0.129561158824402,0.06703297151551452,16.76765208486862,,,8.326291896581486,0.0011865,,,,,stationary,4
0.46992149152301965,0.3511779620814514,synthetic_stationary,,,,0.17185539426489896,80.09564214451834,1.0,0.6986765343864489,0.008095855688091715,0.1611395812624128,exp3,1000,,,0.3603353255843973,0.19776181351424948,42.05431023260897,,,26.713010715212757,0.0069823,,,,,stationary,4
0.10432863991371422,0.08795002979873201,synthetic_stationary,,,,0.03933501898786407,16.412496653994477,1.0,0.1426831872213541,0.026964248108669847,0.03412609935963325,fixed_share,1000,,,0.09000308662804515,0.04807293612222283,12.810565123878762,,,6.1141914584669195,0.0028186,,,,,stationary,4
0.08517025547565624,0.06593705600888645,synthetic_stationary,,,,0.027072628350884666,10.871309330962527,1.0,0.15092288241286045,-6.435649619151955e-5,0.02282479260406725,passive_aggressive,1000,,,0.06763048530616268,0.03455462998834612,9.062338012913674,,,4.2081391411631985,0.000319,,,,,stationary,4
0.17941209252002932,0.14503998471901752,synthetic_stationary,,,,0.0653789619280682,24.158340144316774,1.0,0.27835191988441743,0.02487013226001329,0.059595631616410405,dma,1000,,,0.146304042717475,0.08021569540259041,20.288278495252857,,,10.162432887279378,0.0024687,,,,,stationary,4
0.15943733914646022,0.1291851304935476,synthetic_stationary,,,,0.05464779237079981,23.227814611939177,1.0,0.25771805932638436,-0.010640855584165675,0.04580907455460126,ensemble_mean,1000,,,0.13294722332799142,0.06845453518220321,16.982093281776457,,,8.494391865952963,,,,,,stationary,4
0.18168969865330176,0.17664554939657967,synthetic_stationary,,,,0.1610658010940042,68.22769332368985,1.0,0.19161837774157775,0.1610658010940042,0.16152096197307836,oracle_best_member,1000,,,0.17781213820782713,0.1613928873608097,41.449574292373825,,,25.035888392577775,,true,4,0.1613928873608097,,stationary,4
