cvar_05,cvar_15,dataset,fit_seconds,lambda,linear_solver,mae,mape,mape_valid_fraction,max_abs_error,mean_error,median_abs_error,method,n,n_parameters,objective_variant,q95_abs_error,rmse,smape,solve_seconds,tau,wape,fit_and_test_seconds,regime,seed
0.21384469692210856,0.17127404513658,synthetic_gradual,0.33109700000000003,0.001,cholesky,0.07350744183612525,43.64838297827576,1.0,0.3081293182929734,0.0018363262479862293,0.06190405460594994,adaptive_ridge,1000,110,quadratic,0.17011028495170466,0.09167669069953746,23.019559088824455,0.0013153,1,11.416490614680935,,gradual,1
0.20974103224675147,0.16775833401658222,synthetic_gradual,,,,0.07156126490749909,37.142032689470426,1.0,0.32605223527337523,0.0046100599496074176,0.05908160645801919,rolling_ridge,1000,,,0.1720441345082694,0.08950441231868322,22.251665361803646,,,11.114228556783424,0.004407,gradual,1
0.20770485568698122,0.1657689683177157,synthetic_gradual,,,,0.07050722207687403,44.14024550126731,1.0,0.324700291792398,0.00445539831590168,0.05977206213488029,rls,1000,,,0.17009390595944132,0.08824668658960688,22.06745429197807,,,10.950524450332138,0.0040865,gradual,1
0.23000735217183166,0.1859381100733956,synthetic_gradual,3.6958879,,,0.08021931428158696,44.424118141821566,1.0,0.3313090346658941,0.03938005069598014,0.07020000900582929,neural_gate,1000,,,0.19492046494657564,0.09969770031481848,24.61203309499538,,3,12.458916073471578,,gradual,1
0.2787938512093589,0.221872185026947,synthetic_gradual,7.0021304,,,0.09359072635082706,98.54467328112139,1.0,0.5011528123858686,-0.0018703041096920893,0.07835656654420745,boosted_meta,1000,,,0.22892725239695272,0.11747197834361359,27.726184539640432,,1,14.535639145046202,,gradual,1
0.25494151940438503,0.2096689376847019,synthetic_gradual,0.0057462,0.01,cholesky,0.09022238051355302,219.92683613613028,1.0,0.426211296377751,0.006913847823601072,0.07687262827641204,adaptive_ridge,1000,110,quadratic,0.21351105512861304,0.11233428669578267,25.74674993626633,0.0009372,1,14.21699644246415,,gradual,2
0.2621293917768322,0.2075800474901501,synthetic_gradual,,,,0.08889956660351608,165.1694421491815,1.0,0.36896490895371503,0.012647748891270084,0.07572137623141056,rolling_ridge,1000,,,0.21076658356900252,0.11051246518338334,25.128843603862038,,,14.008551037388498,0.0032095,gradual,2
0.25739975321594505,0.20350359307281893,synthetic_gradual,,,,0.08674665821883304,165.55749737287158,1.0,0.358108149990361,0.009438294650828034,0.07296875749286157,rls,1000,,,0.21159337060451391,0.10816775343257079,24.672180094751788,,,13.669301610896229,0.0032955,gradual,2
0.2594167424387642,0.2103772875808662,synthetic_gradual,4.2951276,,,0.08935053925370227,216.63667484328712,1.0,0.4034031703466827,0.01328697092070628,0.07657508649209213,neural_gate,1000,,,0.21535357445838046,0.11242342824951938,25.29312318513135,,1,14.079614076590648,,gradual,2
0.33130590809679866,0.2622982103697477,synthetic_gradual,7.0947797,,,0.1071665794066447,171.1137942357646,1.0,0.5232677809209125,0.011368423009805064,0.08764174398389463,boosted_meta,1000,,,0.27369408475676926,0.13679793754497382,31.455983085548997,,1,16.887017051677656,,gradual,2
0.2188718030781419,0.16919082539623692,synthetic_gradual,0.0161852,0.001,cholesky,0.06899305000305982,41.580515737967076,1.0,0.3227723171825876,0.0041119866827781576,0.05484883900135534,adaptive_ridge,1000,210,quadratic,0.1785651926768913,0.08780900644083818,21.142150690710228,0.0040389,2,10.777064150401506,,gradual,3
0.19143436403487052,0.14916877905811898,synthetic_gradual,,,,0.060288285142440744,35.51232727435817,1.0,0.2512738795699251,0.009668305772369334,0.04869655290080871,rolling_ridge,1000,,,0.1527280510581707,0.0770156962314366,18.6963303189179,,,9.417335752934049,0.0087345,gradual,3
0.19341450760684617,0.15043379885831487,synthetic_gradual,,,,0.05985476971278887,35.05407436772057,1.0,0.29407908173567765,0.006647930069043746,0.04743033838000524,rls,1000,,,0.1585231445799703,0.07713474036051567,18.35186434141195,,,9.349618445243783,0.0031372,gradual,3
0.20218020963108124,0.1600348941118025,synthetic_gradual,2.8782517,,,0.06443717697754285,36.29815078235277,1.0,0.29066636000510504,0.02143582281687895,0.05278254388896547,neural_gate,1000,,,0.16838284329860442,0.08257679479496145,19.84921945363435,,3,10.065413689160804,,gradual,3
0.25270658654281264,0.19924141209753668,synthetic_gradual,34.3691817,,,0.08266984449448485,41.67335389650563,1.0,0.3692550888465638,0.04925233602039777,0.07017081101811384,boosted_meta,1000,,,0.2075322885113266,0.10460877727847719,24.91309091069973,,5,12.913448780439,,gradual,3
0.23924857581092696,0.19429088528273078,synthetic_gradual,0.0326641,0.01,cholesky,0.08181166173446601,34.56109905647654,1.0,0.308102646426732,0.014304461359988248,0.06859773861643692,adaptive_ridge,1000,110,quadratic,0.20358718897657227,0.1027986958486198,22.29752453991424,0.0014011,1,12.71671340832926,,gradual,4
0.23566218078756013,0.187073095554493,synthetic_gradual,,,,0.07568614694347954,28.09270297249713,1.0,0.3757576824158566,0.002327031664462592,0.06241905442188406,rolling_ridge,1000,,,0.20026309116212734,0.09676400179403777,20.964488926528972,,,11.764570224533736,0.0100287,gradual,4
0.230559582870788,0.18440291334197628,synthetic_gradual,,,,0.07484753092945538,28.273754308834132,1.0,0.3715764380040064,0.004032599838918912,0.0609698927644316,rls,1000,,,0.19346927986992887,0.0955963034865867,20.677499342853963,,,11.63421668710537,0.0278127,gradual,4
0.23205461704393102,0.1886611471576995,synthetic_gradual,3.121299,,,0.07831252649328688,29.416605786998307,1.0,0.3275012052354347,0.009887011465149118,0.06465785195672344,neural_gate,1000,,,0.1943857319787999,0.09946016074666938,21.561675832600645,,3,12.17281173104168,,gradual,4
0.2606216626209174,0.2081312835555061,synthetic_gradual,7.5435256,,,0.08739533389858783,36.233187901112814,1.0,0.4441008446504648,0.007562745933911112,0.075805636420269,boosted_meta,1000,,,0.2177448281661977,0.10991154386977772,23.947057717167603,,1,13.584633178834167,,gradual,4
0.16578159901869402,0.1332611362746913,synthetic_gradual,0.009799500000000001,0.001,cholesky,0.054952787173189584,25.196355755405087,1.0,0.2849453884120733,0.005891591561180513,0.04445616192571378,adaptive_ridge,1000,110,quadratic,0.13899980016127617,0.06981136992843887,18.126405952550712,0.0015735,1,8.621227512796368,,gradual,5
0.15539488099348797,0.12336909301079385,synthetic_gradual,,,,0.05193305964198447,25.19862911478978,1.0,0.23427333486439272,-0.005553357162259613,0.04296264604940482,rolling_ridge,1000,,,0.1297208231680004,0.06515407540542188,17.493540746390014,,,8.14747978474891,0.0227714,gradual,5
0.1532437268333988,0.12266732762442402,synthetic_gradual,,,,0.051477885959413376,25.32284878416828,1.0,0.2201181896848946,-0.002884604795598105,0.04329882183331085,rls,1000,,,0.1287254311331325,0.06453828259298587,17.281824248069377,,,8.076070197043824,0.0035695,gradual,5
0.1610263919685771,0.1288158054195459,synthetic_gradual,3.7981578,,,0.05421600608660221,24.46248925458776,1.0,0.2693666859861864,0.005566636148402801,0.04524794383166297,neural_gate,1000,,,0.13269899554489192,0.06799060757785766,17.838693745835577,,3,8.505638155070505,,gradual,5
